MPM,MUSIC
8710.550739865785,0.06000000000000005
6504.877162266754,-0.22999999999999998
8710.550739865785,0.06000000000000005
7221.76675890402,0.16000000000000003
8114.453895077082,0.28
8480.670275912342,-0.16999999999999998
8007.861938421076,-0.38
6579.9181979227105,-0.33999999999999997
7103.0959585497185,0.030000000000000027
7149.823994771066,-0.21999999999999997
8487.765934428762,-0.27
6504.877162266754,-0.22999999999999998
6219.572205487829,0.07000000000000006
6219.572205487829,0.07000000000000006
8792.57202984038,-0.2
8192.84648773461,-0.37
8184.8054110762005,0.040000000000000036
6991.206681490569,-0.49
8212.09016468935,0.47
7656.416074154982,0.050000000000000044
8492.917939789762,-0.21999999999999997
7036.086373824355,-0.48
8603.737457180616,-0.3
8792.57202984038,-0.2
8324.639292882377,-0.43
8520.070561075598,-0.08999999999999997
8109.442088164906,-0.27
7943.8638784811155,0.35
8774.65748805828,-0.24
7992.671041161673,-0.2
7937.925533347477,0.36
9233.23711438412,-0.46
8976.76049881558,-0.43
8275.056656193687,0.49
8192.84648773461,-0.37
7570.160689672833,-0.31
8624.05933862346,-0.26
8999.936082817314,0.31000000000000005
6960.892328402713,-0.5
6425.974788420744,-0.33999999999999997
8148.414702794885,-0.29000000000000004
8819.978006975041,-0.24
8216.03906820461,-0.21000000000000002
8565.63919807109,-0.21000000000000002
8510.59762507677,-0.15999999999999998
8184.8054110762005,0.040000000000000036
8266.613709139185,0.24
8508.658758806849,-0.18
8692.958022041234,-0.16999999999999998
8443.845451653588,0.37
6879.923214755358,-0.26
8062.819724961207,0.20000000000000007
6774.110785806839,-0.32
9397.58100584736,-0.27
8811.146870594152,0.41000000000000003
8684.833812748944,-0.18
6991.206681490569,-0.49
8129.378639056331,0.30000000000000004
9201.258387951973,-0.3
8938.559399998516,-0.12
9220.409350517953,-0.33999999999999997
7971.252322369151,0.42000000000000004
8904.859297654339,-0.46
9324.792905412009,0.47
9286.376656150818,0.040000000000000036
8672.97096188442,-0.36
8963.708250072896,-0.15999999999999998
8212.09016468935,0.47
7940.797457407756,-0.32999999999999996
8493.934987375813,-0.29000000000000004
9017.69717185728,0.39
8214.451920002699,-0.21999999999999997
8061.276205557364,-0.16999999999999998
7531.0580724556785,0.20999999999999996
8871.799616658096,-0.4
8760.735735570199,0.45000000000000007
8953.6242010359,0.050000000000000044
8811.124669381627,0.10999999999999999
7656.416074154982,0.050000000000000044
9171.349951976568,-0.24
8704.765193647056,-0.10999999999999999
8875.313053639156,0.26
6077.292520365272,0.25
8198.665297717584,0.24
8934.24567475836,-0.46
8740.385103529534,0.20000000000000007
8696.391496204194,0.47
8962.761933338323,-0.49
9135.634516311273,-0.2
8492.917939789762,-0.21999999999999997
9115.701081058096,0.32000000000000006
9450.832026621641,-0.28
9389.267607453863,-0.22999999999999998
9015.661458906972,-0.21999999999999997
9101.83180942311,-0.14999999999999997
9099.916858870894,-0.13
8931.617649530348,0.45000000000000007
9372.46759062323,-0.22999999999999998
9184.729535828414,0.48
9184.634838603455,-0.21000000000000002
7036.086373824355,-0.48
8255.650535033228,-0.22999999999999998
9409.760864917653,-0.16999999999999998
9529.449750990088,-0.31
8934.504704204957,-0.10999999999999999
9108.597540727029,-0.22999999999999998
8964.66326193376,0.43000000000000005
9400.715744081092,-0.18
9134.904389439796,0.17000000000000004
6489.888139659512,-0.21999999999999997
8710.550739865785,0.06000000000000005
7221.76675890402,0.16000000000000003
8603.737457180616,-0.3
7221.76675890402,0.16000000000000003
8114.453895077082,0.28
8480.670275912342,-0.16999999999999998
8007.861938421076,-0.38
6579.9181979227105,-0.33999999999999997
7103.0959585497185,0.030000000000000027
7149.823994771066,-0.21999999999999997
8487.765934428762,-0.27
6504.877162266754,-0.22999999999999998
6219.572205487829,0.07000000000000006
8324.639292882377,-0.43
8792.57202984038,-0.2
8192.84648773461,-0.37
8184.8054110762005,0.040000000000000036
6991.206681490569,-0.49
8212.09016468935,0.47
7656.416074154982,0.050000000000000044
8492.917939789762,-0.21999999999999997
7036.086373824355,-0.48
8603.737457180616,-0.3
8324.639292882377,-0.43
8520.070561075598,-0.08999999999999997
8520.070561075598,-0.08999999999999997
8109.442088164906,-0.27
7943.8638784811155,0.35
8774.65748805828,-0.24
7992.671041161673,-0.2
7937.925533347477,0.36
9233.23711438412,-0.46
8976.76049881558,-0.43
8275.056656193687,0.49
7570.160689672833,-0.31
8109.442088164906,-0.27
8624.05933862346,-0.26
8999.936082817314,0.31000000000000005
6960.892328402713,-0.5
6425.974788420744,-0.33999999999999997
8148.414702794885,-0.29000000000000004
8819.978006975041,-0.24
8216.03906820461,-0.21000000000000002
8565.63919807109,-0.21000000000000002
8510.59762507677,-0.15999999999999998
8266.613709139185,0.24
7943.8638784811155,0.35
8508.658758806849,-0.18
8692.958022041234,-0.16999999999999998
8443.845451653588,0.37
6879.923214755358,-0.26
8062.819724961207,0.20000000000000007
6774.110785806839,-0.32
9397.58100584736,-0.27
8811.146870594152,0.41000000000000003
8684.833812748944,-0.18
8129.378639056331,0.30000000000000004
8774.65748805828,-0.24
9201.258387951973,-0.3
8938.559399998516,-0.12
9220.409350517953,-0.33999999999999997
7971.252322369151,0.42000000000000004
8904.859297654339,-0.46
9324.792905412009,0.47
9286.376656150818,0.040000000000000036
8672.97096188442,-0.36
8963.708250072896,-0.15999999999999998
7940.797457407756,-0.32999999999999996
7992.671041161673,-0.2
8493.934987375813,-0.29000000000000004
9017.69717185728,0.39
8214.451920002699,-0.21999999999999997
8061.276205557364,-0.16999999999999998
7531.0580724556785,0.20999999999999996
8871.799616658096,-0.4
8760.735735570199,0.45000000000000007
8953.6242010359,0.050000000000000044
8811.124669381627,0.10999999999999999
9171.349951976568,-0.24
7937.925533347477,0.36
8704.765193647056,-0.10999999999999999
8875.313053639156,0.26
6077.292520365272,0.25
8198.665297717584,0.24
8934.24567475836,-0.46
8740.385103529534,0.20000000000000007
8696.391496204194,0.47
8962.761933338323,-0.49
9135.634516311273,-0.2
9115.701081058096,0.32000000000000006
9233.23711438412,-0.46
9450.832026621641,-0.28
9389.267607453863,-0.22999999999999998
9015.661458906972,-0.21999999999999997
9101.83180942311,-0.14999999999999997
9099.916858870894,-0.13
8931.617649530348,0.45000000000000007
9372.46759062323,-0.22999999999999998
9184.729535828414,0.48
9184.634838603455,-0.21000000000000002
8255.650535033228,-0.22999999999999998
8976.76049881558,-0.43
9409.760864917653,-0.16999999999999998
9529.449750990088,-0.31
8934.504704204957,-0.10999999999999999
9108.597540727029,-0.22999999999999998
8964.66326193376,0.43000000000000005
9400.715744081092,-0.18
9134.904389439796,0.17000000000000004
6489.888139659512,-0.21999999999999997
8114.453895077082,0.28
8275.056656193687,0.49
7570.160689672833,-0.31
8624.05933862346,-0.26
8999.936082817314,0.31000000000000005
6960.892328402713,-0.5
6425.974788420744,-0.33999999999999997
8148.414702794885,-0.29000000000000004
8819.978006975041,-0.24
8216.03906820461,-0.21000000000000002
8565.63919807109,-0.21000000000000002
8480.670275912342,-0.16999999999999998
8510.59762507677,-0.15999999999999998
8266.613709139185,0.24
8508.658758806849,-0.18
8692.958022041234,-0.16999999999999998
8443.845451653588,0.37
6879.923214755358,-0.26
8062.819724961207,0.20000000000000007
6774.110785806839,-0.32
9397.58100584736,-0.27
8811.146870594152,0.41000000000000003
8007.861938421076,-0.38
8684.833812748944,-0.18
8129.378639056331,0.30000000000000004
9201.258387951973,-0.3
8938.559399998516,-0.12
9220.409350517953,-0.33999999999999997
7971.252322369151,0.42000000000000004
8904.859297654339,-0.46
9324.792905412009,0.47
9286.376656150818,0.040000000000000036
8672.97096188442,-0.36
6579.9181979227105,-0.33999999999999997
8963.708250072896,-0.15999999999999998
7940.797457407756,-0.32999999999999996
8493.934987375813,-0.29000000000000004
9017.69717185728,0.39
8214.451920002699,-0.21999999999999997
8061.276205557364,-0.16999999999999998
7531.0580724556785,0.20999999999999996
8871.799616658096,-0.4
8760.735735570199,0.45000000000000007
8953.6242010359,0.050000000000000044
7103.0959585497185,0.030000000000000027
8811.124669381627,0.10999999999999999
9171.349951976568,-0.24
8704.765193647056,-0.10999999999999999
8875.313053639156,0.26
6077.292520365272,0.25
8198.665297717584,0.24
8934.24567475836,-0.46
8740.385103529534,0.20000000000000007
8696.391496204194,0.47
8962.761933338323,-0.49
7149.823994771066,-0.21999999999999997
9135.634516311273,-0.2
9115.701081058096,0.32000000000000006
9450.832026621641,-0.28
9389.267607453863,-0.22999999999999998
9015.661458906972,-0.21999999999999997
9101.83180942311,-0.14999999999999997
9099.916858870894,-0.13
8931.617649530348,0.45000000000000007
9372.46759062323,-0.22999999999999998
9184.729535828414,0.48
8487.765934428762,-0.27
9184.634838603455,-0.21000000000000002
8255.650535033228,-0.22999999999999998
9409.760864917653,-0.16999999999999998
9529.449750990088,-0.31
8934.504704204957,-0.10999999999999999
9108.597540727029,-0.22999999999999998
8964.66326193376,0.43000000000000005
9400.715744081092,-0.18
9134.904389439796,0.17000000000000004
6489.888139659512,-0.21999999999999997
